Sales_ID,Customer_ID,Material Number,Sales Quantity,Sales Value,Sales Org Region,Credit_ID
1168cd17-7375,9816085,001-100NX-01,9,7362,AL,99c4c83c-4067
2f6c0413-4fcc,3542576,012-BIOTRACE-MINI,20,2720,OH,cdefb147-b8dc
2875ae58-c0f0,486368,014-VERISURE-BD,12,9528,WI,67ed933f-a0a2
a0a9daa1-69f6,7350506,013-SEALSURE-01,15,2220,OH,1ee066b9-6f57
ee842836-9ed8,5692118,004-APTITR-01,20,8580,KS,e33b51d1-edb1
eb0a776f-9ebb,3279209,001-100NX-01,14,11452,HI,26c05078-045b
1dd7e16e-e0ba,3099116,021-CIDEZYME-01,12,1260,ID,c1a343e4-9481
e464fdb4-2744,5776980,010-VELOCITY-01,18,4392,WI,d390fc91-828e
e8af3c98-c748,4822584,003-100S-01,7,5488,GA,d363e564-85f7
88aa14c2-47eb,2454269,021-CIDEZYME-01,13,1365,RI,0f7a6a35-9cb5
58f5e31c-904b,777376,001-100NX-01,2,1636,UT,befb3884-63ea
55cd5f44-de7b,2628952,002-NX-01,6,3630,NE,0268a95b-1182
6d1affa6-043a,6117182,012-BIOTRACE-MINI,5,680,OH,8173a1ea-9ee9
144e2e71-ff8d,2996432,017-EVOTECH-01,14,12908,ID,326024a0-e70f
1b92bc85-fbf8,7824982,017-EVOTECH-01,16,14752,NV,e55bd986-ba02
535665ef-6b89,2514371,018-ENZOL-01,13,12350,IL,7a710a5e-1fac
0f86b7e6-f9a2,6472736,020-CIDEX-TS-01,16,256,NE,52c016bf-dd60
d3d0cd95-9c83,3903702,018-ENZOL-01,18,17100,NE,549f6700-8710
c583a69a-6afe,8037268,016-AEROFLEX-01,11,4444,LA,dfec5d3c-937c
58e841da-f0ae,453662,008-CASSETTE-01,9,7065,MN,5526f016-f47c
1ae51b93-b838,3903702,004-APTITR-01,11,4719,CO,549f6700-8710
709ba378-780b,6462358,019-CIDEX-01,7,4634,ME,7d4eba3a-9a60
e1279a2d-8798,2345222,010-VELOCITY-01,10,2440,UT,264cbfc4-4fbf
1e9d7445-4380,851865,013-SEALSURE-01,5,740,AL,c7611332-a33c
7868d945-01f7,3473708,020-CIDEX-TS-01,17,272,SC,13938e4e-ce31
cff90c11-ab65,3186475,009-CCB-01,1,641,KY,d1a407ce-03de
8e60ec4d-3737,5886720,021-CIDEZYME-01,7,735,PA,a9ef6dc6-00c6
47311edc-59cb,2979031,013-SEALSURE-01,20,2960,NH,ed2ea917-eba2
964b993f-e88b,1539221,021-CIDEZYME-01,7,735,OH,fc7d9bb1-ed4d
e04f2b10-e26e,9634462,006-TRAYMAT-01,19,16929,MI,e5b8bc2f-6d90
b1c48a8b-654c,1600082,005-APTITRH-01,8,104,MA,71587a0b-551e
c8f293b8-6757,6467408,006-TRAYMAT-01,5,4455,NY,32bdff8a-ce09
1eabfef1-1023,2547436,021-CIDEZYME-01,2,210,NV,c63de50e-8b41
1cb7fa23-8201,2870208,013-SEALSURE-01,14,2072,WY,e6680a37-6b85
9077d18e-a668,7013546,007-TYVEK-01,7,3017,OK,ad175654-5a56
0391cf66-c0f5,6469237,018-ENZOL-01,13,12350,KS,6f2f6a3f-e85f
d973ddaf-8a6c,5212021,008-CASSETTE-01,2,1570,NH,6dad0197-e089
6c5c3b08-a992,4535432,015-VERISURE-MI,13,6682,LA,25651079-4f7f
51d02ec9-6e01,3420513,015-VERISURE-MI,13,6682,NE,738e882a-b430
48ba6343-562e,131908,008-CASSETTE-01,15,11775,NH,641cd51e-9bad
086815d9-6269,2777802,016-AEROFLEX-01,6,2424,CT,4dc9e4b0-70f8
2ee86899-ad85,820831,010-VELOCITY-01,5,1220,NE,fc4d8dfa-3145
ba5a8ee6-e07f,5092460,002-NX-01,17,10285,SD,c7b76dff-6a0e
303108e6-c4a4,2140423,012-BIOTRACE-MINI,8,1088,AZ,ed14f3db-b7d7
9488d405-17f2,1837890,009-CCB-01,16,10256,MI,ac967265-f9e5
2bde37d3-699b,8995456,009-CCB-01,19,12179,WV,c65604b9-779f
e94df28f-af33,6300286,006-TRAYMAT-01,13,11583,NY,5735ee89-a956
54de18aa-4405,3743344,009-CCB-01,3,1923,CA,faf7f3a0-57f0
d1015d9e-206e,1917102,004-APTITR-01,9,3861,OK,a8d5b60d-5d17
73defba1-5c2f,4550384,001-100NX-01,1,818,OK,ed9222c6-28a0
40faa4e4-0bd5,1203776,016-AEROFLEX-01,13,5252,SD,502fd941-0a96
c69970ac-359b,851865,010-VELOCITY-01,8,1952,MN,c7611332-a33c
62147ce5-a0e4,3142385,002-NX-01,15,9075,OH,6bc25e0c-b1e4
41a5cbd0-1f09,651998,009-CCB-01,5,3205,FL,8e0affff-a3f7
4f7ff4ba-53e2,6451030,002-NX-01,13,7865,DC,7d2491e9-3445
8863a3bc-2564,8478134,009-CCB-01,3,1923,HI,2f6e6af7-f883
e5e147eb-aac6,2446210,014-VERISURE-BD,1,794,MO,97f1651a-df32
60b9a739-0839,6072532,005-APTITRH-01,10,130,LA,b49d7d5d-7719
b865ad61-cf11,7744601,009-CCB-01,11,7051,MO,c55770eb-88e4
85fd9fe6-e83c,4222193,002-NX-01,8,4840,MA,3ca42bed-e26d
7c93e51f-7b66,7130965,003-100S-01,17,13328,MA,55ffd6bd-66f9
e9d00c48-174f,5969068,016-AEROFLEX-01,15,6060,OH,5ae2c365-bd65
e8176169-e3a1,2968979,006-TRAYMAT-01,11,9801,NJ,f84f93fd-7ecc
b7e0dc6e-3431,7259987,011-BIOTRACE-PRO,19,14136,OR,403313b7-a557
d8ce5818-5853,1812489,008-CASSETTE-01,14,10990,NC,654b9889-3215
8df3a4f4-2c75,5789266,001-100NX-01,3,2454,KS,509d2f9f-c738
3f3279cd-6736,6588159,006-TRAYMAT-01,10,8910,DE,5cc33c12-101d
8aa431c7-8bd9,940148,008-CASSETTE-01,11,8635,KS,82f44ec4-ac8e
ab6ae6ba-7816,1756394,011-BIOTRACE-PRO,17,12648,NY,628a528d-8f6d
21c7dc1b-58fe,6575466,003-100S-01,11,8624,UT,9ca05c29-3f4c
ce11816b-5841,5168080,003-100S-01,1,784,AR,21fe0971-134e
8b8c6ac4-2eae,4804981,002-NX-01,19,11495,ME,6150876a-1a31
34a08851-d61b,3545552,011-BIOTRACE-PRO,11,8184,NE,1c879ff6-7564
8bbd019b-59e1,2452916,011-BIOTRACE-PRO,20,14880,WY,2fc81df3-5fb7
b9a082f2-71e2,6839047,013-SEALSURE-01,4,592,AK,a4f8981f-9578
5841dec1-140d,1541169,016-AEROFLEX-01,20,8080,NE,78273095-1f1e
b2c61559-bfd4,2097760,008-CASSETTE-01,3,2355,ND,7e3becda-a6da
e337ca51-ad45,75842,012-BIOTRACE-MINI,19,2584,IA,ed1b106e-7949
b53efe83-e839,1805014,002-NX-01,3,1815,SD,d8887ab9-0fd2
bd9fd531-c86e,9743052,012-BIOTRACE-MINI,14,1904,MI,19083068-a412
cbc18bc2-a625,6741762,002-NX-01,20,12100,MT,c37d30bb-a5cd
c729612c-d6e3,2474560,011-BIOTRACE-PRO,8,5952,SD,fa347ca2-b092
7c7a5217-4055,9610576,009-CCB-01,13,8333,MD,736c6696-d8a6
0e9f75f9-b8f8,9977877,017-EVOTECH-01,7,6454,IL,402f1711-cdf5
4484b15d-7a62,1617893,008-CASSETTE-01,16,12560,CT,40d5e683-af73
0ce36fa5-f6ad,2674777,005-APTITRH-01,11,143,AZ,49efb71a-66eb
4eb7cd58-5cbb,1154068,016-AEROFLEX-01,19,7676,OK,0dae02e1-c347
745bb679-a08c,4654103,018-ENZOL-01,3,2850,CA,d65028b7-53f7
9403d10b-36d5,4298734,017-EVOTECH-01,3,2766,AL,191aae69-f883
93a37c76-95ce,6358089,013-SEALSURE-01,4,592,AR,b26c572f-550f
d551da30-cdb1,7589161,009-CCB-01,20,12820,AL,11b8bc8c-5d54
48b75aee-c6a1,2097760,008-CASSETTE-01,12,9420,TX,7e3becda-a6da
bdf09d9e-c5b4,8131860,013-SEALSURE-01,10,1480,FL,dd58ecbb-b374
a9d5c631-929e,5945434,007-TYVEK-01,2,862,MS,3d455e78-fd2c
881de003-37bf,8615335,009-CCB-01,18,11538,MT,f4d7de43-60cd
49937665-a7c0,1698928,014-VERISURE-BD,18,14292,MA,4fc72ace-e5c4
ef0fe8d4-5d43,2438552,016-AEROFLEX-01,10,4040,WV,95a175d2-9494
12c6b4ad-8052,6741762,017-EVOTECH-01,3,2766,AK,c37d30bb-a5cd
fbc22f8b-ddca,6018620,011-BIOTRACE-PRO,12,8928,VT,b5eb074e-a07f
27ed8e8e-c0a1,4992060,004-APTITR-01,17,7293,NV,34dbae8c-e25d
5c605cdb-d43a,4106724,017-EVOTECH-01,1,922,IA,c1d5da7a-8ca0
690e636f-97a1,9866399,004-APTITR-01,6,2574,KS,8e8e2b8b-214d
bff85231-b269,6661367,006-TRAYMAT-01,17,15147,MS,3bcd80a2-6993
9825286c-771c,9508573,016-AEROFLEX-01,16,6464,UT,4ab90a54-cb71
9e58abd0-374b,3415953,007-TYVEK-01,4,1724,MS,f0e3ad5b-f0c5
decefa1d-f60f,6358089,018-ENZOL-01,2,1900,CO,b26c572f-550f
5ec3be37-5599,7413536,010-VELOCITY-01,12,2928,IN,2388bbfa-e9b6
118bb8dd-0632,8586170,014-VERISURE-BD,19,15086,IN,4f226a71-98cc
60de9966-a158,3435990,006-TRAYMAT-01,5,4455,UT,121880bc-0fc9
15f8a8dd-ed8b,4205611,005-APTITRH-01,13,169,AK,78aa82ea-785c
4ec1a8e1-1e10,2733660,004-APTITR-01,3,1287,NC,deaa705e-018f
6a824b3a-7df8,2027738,013-SEALSURE-01,14,2072,AL,9a66fbb9-f081
515fa515-850d,5692767,005-APTITRH-01,12,156,KY,bc07006d-0b51
6242bbfd-78a2,6862002,003-100S-01,7,5488,ND,e6ef4185-2828
806ec7bf-d915,3604499,017-EVOTECH-01,5,4610,KY,856e56c9-4ea5
d928aa01-2d3f,3927392,016-AEROFLEX-01,19,7676,FL,6b2e2cb7-7bf6
2df7cf7b-ea48,9211421,007-TYVEK-01,6,2586,NY,dadd6ce5-ec2a
fa1753e7-65b2,9672712,010-VELOCITY-01,17,4148,OH,6a6c2625-8ea0
71972bff-59a6,5044197,018-ENZOL-01,20,19000,OH,230d967d-91b2
3c39e581-f3c5,8547087,015-VERISURE-MI,2,1028,IA,e3189022-d0fd
cbde2216-6bd4,2150435,021-CIDEZYME-01,19,1995,PA,9d123f49-70bc
a9ab7035-37f0,7432517,019-CIDEX-01,12,7944,AL,8c2b2fb6-60af
646bfa82-2d69,8718127,008-CASSETTE-01,20,15700,LA,5b9a19c0-d65c
e85d52bc-d0ea,231149,010-VELOCITY-01,5,1220,AR,c4fe46da-bd91
44750a35-f1cf,3947161,013-SEALSURE-01,11,1628,SC,d5edb22f-e273
ef5f33a0-5167,5846252,003-100S-01,15,11760,OK,17e22f62-2f15
28062b0e-f7cc,5772252,012-BIOTRACE-MINI,6,816,VA,650bb1e8-e88b
619ef9bb-e990,6675129,012-BIOTRACE-MINI,19,2584,VA,87bc3a0b-552e
cfc64ace-aeef,6506755,013-SEALSURE-01,18,2664,DC,c51d95ea-2c7f
a7afa6a5-17fb,2206768,005-APTITRH-01,9,117,MD,6dbd27ad-2cb2
5048dc0e-83be,8613902,015-VERISURE-MI,8,4112,CA,08c9c14e-3ec9
237aab2e-f372,9122946,010-VELOCITY-01,14,3416,MI,1767b1e9-1480
ded144ea-915f,3279209,019-CIDEX-01,11,7282,LA,26c05078-045b
a238154c-26f7,7522860,006-TRAYMAT-01,4,3564,WY,91d13499-837e
1593eab5-eb9f,4085607,016-AEROFLEX-01,14,5656,VT,77241a27-8f0c
eeb204cc-db37,9996607,016-AEROFLEX-01,19,7676,WV,686919bc-ac6c
2867910c-5444,292407,010-VELOCITY-01,2,488,OR,101876d0-6de1
24ec8267-c5e1,500619,020-CIDEX-TS-01,10,160,AZ,e4f4286a-6470
93507b37-e424,7421231,018-ENZOL-01,14,13300,MT,ccf443b1-98cb
53ab08a2-2cd1,3573814,015-VERISURE-MI,14,7196,MT,1991be4e-418b
26d46004-09fe,4504156,012-BIOTRACE-MINI,4,544,CA,567c7fae-bb98
f2889995-dec1,8282844,006-TRAYMAT-01,11,9801,VT,3b49eb75-da61
3eb8a1c5-937e,2448391,013-SEALSURE-01,2,296,SD,81c436cc-499a
4b9efbbe-2477,195563,008-CASSETTE-01,14,10990,IL,279d547f-5fb7
468597ed-7b66,8966750,016-AEROFLEX-01,3,1212,IA,741fb3d0-f2e8
9f873486-32a1,1102963,015-VERISURE-MI,6,3084,PA,a8b1812d-8102
015b3d4e-42f6,1541169,007-TYVEK-01,13,5603,AL,78273095-1f1e
d05e0e90-5ef3,3237638,021-CIDEZYME-01,18,1890,MA,5bc0db7a-f61c
ba5c9274-72be,561140,007-TYVEK-01,14,6034,CT,daf947ca-85b8
20cc0ff5-ccb2,641919,018-ENZOL-01,15,14250,OK,f83c6553-2083
06c4d9c6-a757,4927481,006-TRAYMAT-01,10,8910,OK,7cba47e4-72cc
8b47cef9-1ab0,5386126,010-VELOCITY-01,13,3172,ID,fd0a6379-85f1
922979ca-392b,3378992,001-100NX-01,13,10634,ME,501c1b89-1417
db85e9a1-11b6,9723823,015-VERISURE-MI,13,6682,TN,e253f522-ec24
c743bfac-639f,6726277,020-CIDEX-TS-01,7,112,RI,e737573e-f283
2664c48d-e421,131908,002-NX-01,4,2420,TX,641cd51e-9bad
23d5af0d-3fe5,7613293,014-VERISURE-BD,10,7940,CT,8aa299f4-86e5
2d37e551-9e73,8747781,018-ENZOL-01,3,2850,CT,a5c2bddc-c020
e5febc80-2c0d,7067979,018-ENZOL-01,3,2850,RI,64d7a5ab-623e
5af650e5-e2fc,2508238,018-ENZOL-01,9,8550,IN,576707c9-da22
9375bdfb-de02,8962508,007-TYVEK-01,8,3448,GA,d106b0cb-b5f1
3cca4ada-35f1,1289906,009-CCB-01,12,7692,MI,d272e942-73db
42dd1a7d-9ac9,2150435,016-AEROFLEX-01,15,6060,KY,9d123f49-70bc
8c980560-8477,5232049,015-VERISURE-MI,9,4626,IA,043eb0e5-88c8
55f629a6-3630,8616392,020-CIDEX-TS-01,19,304,OH,71ab5295-560f
a5c7ade6-89ac,9684670,010-VELOCITY-01,3,732,NE,408b2eb4-8571
41fc7593-d0a2,8114432,013-SEALSURE-01,5,740,FL,fdec4175-c724
e2e392f0-18ff,8279437,020-CIDEX-TS-01,2,32,MI,f29aea4b-442a
e8ab1eb1-e218,8230905,001-100NX-01,3,2454,CO,ea8ec3cf-ffe9
c3261171-abba,1149406,019-CIDEX-01,18,11916,IN,a4dc0a08-6f09
2587603f-2a31,4841082,016-AEROFLEX-01,19,7676,TX,0dc972c1-e89a
31918bd8-798e,7744601,015-VERISURE-MI,1,514,MN,c55770eb-88e4
cb7f9f14-6b85,8698565,011-BIOTRACE-PRO,16,11904,CT,9c31e424-8199
ec8dc488-1baa,8788104,009-CCB-01,6,3846,OK,0e69e2d7-07ab
f146989b-5d9d,2172698,003-100S-01,2,1568,ID,63abd32f-955a
8432a6fa-a3c3,303636,013-SEALSURE-01,8,1184,NC,09648a6f-a758
91407767-0409,1716526,009-CCB-01,9,5769,UT,5b783564-3b4d
69aabf02-abe3,2404035,020-CIDEX-TS-01,12,192,MI,140b0ee6-3254
61ac271c-de91,5355592,018-ENZOL-01,15,14250,CO,7b4d1ba5-bc02
1a3d0409-36d2,7150762,021-CIDEZYME-01,7,735,IL,d6f5eeaa-5aef
af515961-b904,8037268,002-NX-01,12,7260,MT,dfec5d3c-937c
38227534-c5e2,747974,021-CIDEZYME-01,13,1365,IN,5baf5ad6-38bf
bdc1c95b-1378,1043913,001-100NX-01,2,1636,NJ,1906e817-2d38
a0c8d639-9207,9850821,011-BIOTRACE-PRO,5,3720,MT,83a0ac4a-8411
9dd7dae5-6038,5241812,020-CIDEX-TS-01,6,96,NJ,b30341e0-b296
15b01756-4a39,2150896,019-CIDEX-01,6,3972,CO,18c87255-bdd9
bf347f84-7b11,788864,020-CIDEX-TS-01,17,272,CO,153202a8-a165
26f68bd8-1ca8,3407679,002-NX-01,8,4840,AZ,30654681-80e5
bef19350-5ec1,1782363,015-VERISURE-MI,1,514,PA,6d85a1fc-b6e7
99221e42-d1ee,7938461,015-VERISURE-MI,3,1542,DE,14e2d2ac-b63c
94c4a775-6d48,9483867,021-CIDEZYME-01,9,945,KS,d359a6ce-9ac9
8cad3796-3519,4901384,004-APTITR-01,1,429,IA,d3ecfe9b-1165
16914ac7-77d5,743084,017-EVOTECH-01,16,14752,NE,155a9c63-b115
89d55289-c614,851865,019-CIDEX-01,18,11916,NC,c7611332-a33c
c69ac34d-c22b,8037268,017-EVOTECH-01,19,17518,TN,dfec5d3c-937c
3801a94b-3a1b,7013546,012-BIOTRACE-MINI,15,2040,AR,ad175654-5a56
e1f7a9a8-4168,1142075,016-AEROFLEX-01,2,808,CT,6d903906-f79f
c2c6f41e-dde8,1681864,016-AEROFLEX-01,16,6464,WV,e8de3907-c42a
50bcdfb5-079e,6340951,016-AEROFLEX-01,16,6464,OR,f0d67475-eb90
5b52321c-4747,2829350,002-NX-01,13,7865,MN,ef45ef4c-7b94
cb41c224-0124,65520,018-ENZOL-01,16,15200,WY,5c1144cb-285e
ee608810-2de1,1812489,009-CCB-01,10,6410,VT,654b9889-3215
38506262-8cb1,7399886,011-BIOTRACE-PRO,18,13392,ND,9bfc51c5-e821
2747fad0-ce9b,3418456,018-ENZOL-01,3,2850,KS,5cf922f7-0cb4
ed7c747a-1ab1,6018620,014-VERISURE-BD,3,2382,CO,b5eb074e-a07f
0c19b449-18d1,2648861,003-100S-01,10,7840,ID,3241472e-565c
97d95c45-0765,3432570,005-APTITRH-01,11,143,SD,06fbdd49-a23c
2ac10d63-d6d8,5967723,002-NX-01,10,6050,MT,67cbedd8-6232
a54fa74b-ad55,2991814,015-VERISURE-MI,9,4626,IA,2266a1ef-4ce7
1f3bd669-6b7a,7808329,007-TYVEK-01,12,5172,IL,2900675e-84c7
fff79416-9d9b,4400142,009-CCB-01,14,8974,WY,57b1897a-af65
0d6272c2-a5e3,7589417,004-APTITR-01,12,5148,MS,b0c5ae8e-19ca
8784de05-89e2,4274264,016-AEROFLEX-01,7,2828,NH,12a8ddf9-2a99
37d52d45-7cfe,1697985,018-ENZOL-01,3,2850,KS,39d8d2ab-3b35
455c5201-b7be,3679379,008-CASSETTE-01,17,13345,MN,22cec4a0-6952
7f59e186-2c0e,3990625,006-TRAYMAT-01,3,2673,NE,6b5296d0-8220
50452d76-fa51,8176452,012-BIOTRACE-MINI,16,2176,MS,d35a4030-1bda
4ceb42e7-4607,3873026,013-SEALSURE-01,14,2072,SC,4ac4465b-359d
d5688ac1-8fcd,1604021,001-100NX-01,10,8180,SD,17b98f5c-0302
d0bcb517-6568,5411336,002-NX-01,8,4840,VA,1586db54-221e
6cf8ea3e-57aa,2206768,009-CCB-01,12,7692,NV,6dbd27ad-2cb2
ffc2d088-729f,1611210,010-VELOCITY-01,9,2196,SC,153e648a-126e
cd8307fa-9e41,1067819,014-VERISURE-BD,15,11910,PA,93b52d48-1ca4
2d2b80b3-28ef,6895378,003-100S-01,11,8624,AZ,35092eff-d881
d0166dcf-7eec,7150762,009-CCB-01,14,8974,NM,d6f5eeaa-5aef
3ceeb91c-0a2f,8616392,008-CASSETTE-01,12,9420,KY,71ab5295-560f
5998ebde-f56f,6354037,002-NX-01,2,1210,PA,72b2d6ef-35a6
0e41327f-300a,1988870,010-VELOCITY-01,18,4392,WI,d8f57703-d062
e330ba04-3c6a,6896149,016-AEROFLEX-01,15,6060,OK,a79e1206-cc12
82aac39b-e9ac,7015835,011-BIOTRACE-PRO,18,13392,RI,b438d6e9-2e5e
33124bf0-2e0b,4156553,021-CIDEZYME-01,17,1785,MD,f68a622f-95e9
aab82829-c670,284860,004-APTITR-01,2,858,TN,24b8e809-f1cc
a5278f3b-0274,1623435,019-CIDEX-01,9,5958,IL,5316a98b-07d6
f07bf7fa-d2c9,3142385,012-BIOTRACE-MINI,12,1632,MD,6bc25e0c-b1e4
9a77422c-a12b,2454269,001-100NX-01,3,2454,OK,0f7a6a35-9cb5
e73ab629-d30b,8251416,006-TRAYMAT-01,12,10692,ME,84d137a4-3b9d
5f2bc830-c4bb,7938461,015-VERISURE-MI,2,1028,LA,14e2d2ac-b63c
ceb7b868-783b,9171550,016-AEROFLEX-01,19,7676,FL,a490e968-c2e6
56ac30e1-de02,1776595,014-VERISURE-BD,18,14292,SC,0c463337-370d
c6f70435-ac5b,2134484,010-VELOCITY-01,9,2196,MN,6d594ff4-119c
a9c72edd-46a7,3364890,009-CCB-01,7,4487,IN,c08c2cdc-fc28
cce984d5-4511,2674777,002-NX-01,8,4840,TN,49efb71a-66eb
444b179a-82eb,3670649,016-AEROFLEX-01,10,4040,NM,6f925a93-379b
240dab81-0f75,9160122,011-BIOTRACE-PRO,13,9672,NY,85158269-5bbd
10882dcf-8d80,195192,001-100NX-01,5,4090,MO,c4f120c3-163f
9cf0af5c-73cf,9044665,020-CIDEX-TS-01,6,96,CA,2fb25927-cade
e2ecc742-d0b9,1247374,012-BIOTRACE-MINI,14,1904,MN,9691af27-7bad
67743875-86fa,329226,007-TYVEK-01,14,6034,CA,4894b0b3-8bbe
2bb69655-9205,9565607,004-APTITR-01,16,6864,RI,2283c87b-a816
712aad82-0648,4312533,002-NX-01,16,9680,NY,45cbff07-f293
d4acdbdb-5eea,3420153,003-100S-01,20,15680,RI,1c24af06-68b1
7c6b1394-044c,8120444,021-CIDEZYME-01,18,1890,CO,21362825-7ded
b2db9df1-46fc,7173808,019-CIDEX-01,15,9930,MD,daac14c2-4b89
9c099965-8eae,8846031,016-AEROFLEX-01,14,5656,VT,2aea0e64-f804
69c054dd-c4fb,9508573,009-CCB-01,15,9615,VT,4ab90a54-cb71
8111e4f8-bc7f,9483867,011-BIOTRACE-PRO,6,4464,WA,d359a6ce-9ac9
086e4a69-0c10,1161808,009-CCB-01,12,7692,ND,8f0f9056-55ff
0409533f-7eca,1718906,011-BIOTRACE-PRO,11,8184,KS,21bd326e-9a41
9a298e32-01e7,1623435,009-CCB-01,17,10897,GA,5316a98b-07d6
1c7d36aa-7a51,8752917,021-CIDEZYME-01,12,1260,NC,5619f78b-73ce
a053ea16-f700,2655821,001-100NX-01,16,13088,TX,727503ed-14a6
2cf5e45c-0d47,2620318,016-AEROFLEX-01,9,3636,IA,ae32908f-1ed6
6536e685-cebb,3393841,001-100NX-01,13,10634,ID,e0454676-7a1f
5eba213a-bd44,3253200,013-SEALSURE-01,8,1184,NE,604e215d-e0a4
8128abe3-e31a,8919357,002-NX-01,15,9075,NM,68d66705-3c6d
6865bda0-42f9,7613293,001-100NX-01,4,3272,SD,8aa299f4-86e5
d1f62a49-73fa,195563,015-VERISURE-MI,18,9252,WA,279d547f-5fb7
262348d1-11cd,2089208,004-APTITR-01,6,2574,WY,5a52245e-1e0a
f198cad1-6ab2,3435990,014-VERISURE-BD,6,4764,NC,121880bc-0fc9
a6c22b61-411c,7416958,003-100S-01,16,12544,VA,03671cc2-7f55
0ce0c091-8a6b,3947161,011-BIOTRACE-PRO,11,8184,CA,d5edb22f-e273
54803449-a5b2,1203776,017-EVOTECH-01,7,6454,CO,502fd941-0a96
cb42b40f-12cc,7094943,018-ENZOL-01,4,3800,WY,57e4c8a5-c543
b395fb6b-2503,1080266,019-CIDEX-01,9,5958,TN,326bdbba-9ceb
b3b6920d-b643,4504156,001-100NX-01,17,13906,TX,567c7fae-bb98
9cae57cb-fbb0,2366842,009-CCB-01,7,4487,CT,ee38a98e-ec1b
aa908ece-4464,1032681,021-CIDEZYME-01,19,1995,HI,bdf41f5c-6ee7
a939e40a-66e2,5500118,016-AEROFLEX-01,1,404,MN,62a0dcb0-fe79
5efe5780-3073,2470445,012-BIOTRACE-MINI,12,1632,SD,7a5c256f-fd48
b81928b1-e0df,7744601,011-BIOTRACE-PRO,4,2976,MT,c55770eb-88e4
2975e6fb-3e1b,4423568,002-NX-01,10,6050,CA,84be7dfb-0d30
2208a9fa-87f9,3459232,010-VELOCITY-01,4,976,CA,445e0acb-9210
56f6ade6-fea3,1352882,006-TRAYMAT-01,10,8910,AK,ba81a3e3-7d4a
b542e2a9-b345,5969068,005-APTITRH-01,1,13,SC,5ae2c365-bd65
ee59e485-78fa,5402165,004-APTITR-01,8,3432,NV,a8d55235-50c1
b84c7528-219b,441917,016-AEROFLEX-01,6,2424,VA,4a95e8ed-cba0
29001c4f-2eb1,7664101,016-AEROFLEX-01,7,2828,NE,b2541725-c5fc
29c9d2d7-003b,9771544,005-APTITRH-01,3,39,WA,0b1f8ebe-6c0d
8bf406b8-1a1a,9508573,016-AEROFLEX-01,13,5252,AR,4ab90a54-cb71
f145997f-c541,1805014,021-CIDEZYME-01,2,210,CO,d8887ab9-0fd2
966d5f90-67bb,231149,008-CASSETTE-01,13,10205,RI,c4fe46da-bd91
a34e91cd-f23b,7924226,011-BIOTRACE-PRO,20,14880,CT,314d71e5-471a
42242213-7d29,8037268,012-BIOTRACE-MINI,13,1768,AZ,dfec5d3c-937c
ae860504-b072,2871607,017-EVOTECH-01,6,5532,MS,c15a3124-8a81
98b3c5f0-fe65,6637989,004-APTITR-01,10,4290,MN,d4899d4e-d258
d90ac0ff-096c,268397,005-APTITRH-01,10,130,IN,c02045bc-b7ee
debd4937-69a3,9203714,015-VERISURE-MI,8,4112,ME,d738e848-9d53
7b7dc999-c069,9178508,017-EVOTECH-01,15,13830,NC,216086b1-1454
919baa7f-97cf,302987,018-ENZOL-01,1,950,MD,7f8ae4f8-26d1
e9cbd92d-502a,3446719,001-100NX-01,3,2454,VA,de0b2aea-4a5a
4be187c0-cb66,5526734,009-CCB-01,15,9615,NV,f90613f3-15b1
3d96210e-0c0d,7416958,001-100NX-01,3,2454,RI,03671cc2-7f55
b5feab72-a6d3,1023297,011-BIOTRACE-PRO,6,4464,OK,c1f8bdf9-f58c
fd89af52-8620,7236989,012-BIOTRACE-MINI,4,544,IL,bde0c1b7-ab56
97ddac7d-7818,4449859,016-AEROFLEX-01,12,4848,IN,d00afd16-dcd1
32fa7594-10a1,1339167,015-VERISURE-MI,16,8224,WV,a7adf299-fc1b
b6f5176d-86b0,1047952,014-VERISURE-BD,17,13498,WI,d11b2e5f-f131
97f4d3ca-1eb5,7433760,004-APTITR-01,17,7293,NM,43205b15-9025
b74558e0-b6f2,9300980,015-VERISURE-MI,14,7196,NM,493b45c5-f364
0b332966-1bbc,6506755,015-VERISURE-MI,17,8738,IN,c51d95ea-2c7f
00194058-e30f,4544220,017-EVOTECH-01,2,1844,WI,b8dfa30f-fe82
e01eb721-98c5,131908,008-CASSETTE-01,15,11775,IL,641cd51e-9bad
2f8cb5ea-b4e7,3186475,012-BIOTRACE-MINI,9,1224,OK,d1a407ce-03de
a2d49487-3fd5,3394186,008-CASSETTE-01,18,14130,MO,fd7ef2ea-b693
9398739e-22ac,665908,013-SEALSURE-01,2,296,WV,b76444de-4de1
1abf80f9-8759,747974,021-CIDEZYME-01,12,1260,VT,5baf5ad6-38bf
cea968dd-61a4,6546477,021-CIDEZYME-01,5,525,WV,dfaa530d-c549
6a417a64-c396,9743052,012-BIOTRACE-MINI,6,816,RI,19083068-a412
37c1a429-7c76,5417822,011-BIOTRACE-PRO,2,1488,OH,deb8bf73-ad5b
8a64ae68-653b,788864,017-EVOTECH-01,6,5532,AR,153202a8-a165
fba0bc65-75af,1047952,009-CCB-01,7,4487,SC,d11b2e5f-f131
36aafa87-aa91,1021726,007-TYVEK-01,3,1293,VT,b4bbf441-0dff
882b5c76-38ba,3505113,007-TYVEK-01,11,4741,NV,ca668518-e482
