Shipping_ID,Shipment Date,Plant_ID,Sales_ID,Shipping Quantity,Shipping Method,Delivery Status,Tracking Number
46e31105-2b81,2023-07-24,005M,28ab06b9-6a51,14.0,Air,Delivered,0ad3865a-3ac8-4e6b
a4122061-100b,2023-06-14,003C,3b283406-997f,9.0,Sea,In Transit,46f1a380-18a8-4950
4af00341-d7b9,2024-01-05,006P,3747faad-2e19,3.0,Air,In Transit,ac2bbe89-b054-4ead
60797c82-a0fb,2024-02-06,004U,b2842d58-f0ce,2.0,Land,Pending,b876238f-d737-4253
ea26e196-6f81,2024-03-17,003C,d8285f57-a7ed,15.0,Sea,In Transit,de23be3a-0671-4dff
fc0b679d-8dfe,2024-03-09,006P,9250d1bf-77b5,0.0,Sea,Delayed,e8a728cf-808a-4fdd
7b0436b9-a89b,2023-10-26,003B,9be1de4c-43be,11.0,Land,Delivered,3fe325dc-4d95-473f
bd523e2d-ecb1,2023-08-13,004U,1b2963d1-e8da,,Sea,Delivered,c1ff5ec7-cadc-437e
9d77f38b-aead,2023-10-21,003B,e44bcfac-b67f,1.0,Air,Delivered,7c27126d-1b82-46d7
41d565e1-e94e,2023-07-28,001E,ef1f79bb-5bd5,12.0,Land,Delivered,d8063076-d184-459e
7219f01d-2e10,2024-01-19,006P,31eb1b0c-fbca,2.0,Land,In Transit,a3151702-fe0d-444c
87a677ce-78b0,2023-06-08,003B,f7897a4e-9f24,,Land,Pending,e700e0d3-0b47-4729
dd4cfb8c-1d57,2023-08-27,002P,f8815acc-97b6,0.0,Land,Delayed,87b632fe-cd3f-4b7d
e4e37ca6-ea55,2023-12-30,001P,d8eb9f4a-874b,5.0,Land,Pending,ff22f6f2-ffe8-478c
c368b06f-6950,2023-12-18,001C,5f89f15e-4555,7.0,Sea,Delivered,306c9bbb-53df-4e34
4261f60a-2a40,2024-03-05,004U,0fcbfd88-50f9,9.0,Sea,Delivered,8e694fd8-6276-48e1
1157eacb-bcfe,2023-07-15,005M,a15870d0-f298,,Air,In Transit,5b6ba9b1-ee19-4c8b
8002f5eb-9240,2023-08-21,005M,b5951818-51d7,7.0,Sea,Pending,682ffa07-be12-4583
310b8829-0175,2024-02-17,001P,e225687f-3fb4,9.0,Sea,Pending,c05666d1-f7ad-414b
fd819f76-fbb0,2024-01-26,006P,91e23e64-be0b,1.0,Sea,Pending,601ab083-8b60-40c1
b6fb408b-1470,2023-07-13,001C,04317ffa-7c2a,2.0,Air,In Transit,d5c3adfd-6979-4252
c055f86d-dfba,2024-03-19,005M,fd1c3d08-6f1d,0.0,Air,Delayed,b9275f93-7b5a-4305
f5da4770-51fd,2023-10-27,003B,85ec1cd5-a346,5.0,Land,Pending,d859d989-6dab-495b
bb0d778d-b4c2,2023-07-04,001C,1a7285d3-5a75,10.0,Sea,Delivered,77190edc-3d0c-4b0c
7f3facbb-7196,2023-11-13,003B,cf9d19b7-9b81,4.0,Air,Pending,edfe8aa1-648c-401b
db5e06f0-6539,2024-03-24,001P,3b4f7b5b-52fa,0.0,Air,Delayed,0d08b51e-39b3-448e
9a353b2a-ef8e,2024-01-29,005M,a8656575-5c79,1.0,Sea,Pending,72d8e253-0c2f-4dbc
69d80331-16ad,2024-01-13,004U,27fc18c6-161f,2.0,Land,Pending,fdb7f00f-175a-4546
ff1e8280-dd1b,2023-09-12,003B,4c21e3fe-2e78,1.0,Air,Pending,33a9eb97-ffbc-4538
e1121fdb-8bc3,2024-03-21,005M,641f795c-7860,4.0,Air,Delivered,08c3642d-f7f1-4858
d68c6acc-0753,2024-01-16,006P,f9b5affe-bfc4,15.0,Sea,Delivered,05d0f49c-f844-44c8
26644877-6947,2023-11-28,003C,e6b8a29c-204b,6.0,Sea,Pending,32bf122a-39c3-4b2a
c5adfffd-1915,2024-01-01,003C,cb41c224-0124,14.0,Sea,Pending,15dfe1a7-3269-4bed
6caf4026-2bb7,2023-07-21,002P,fd5bc933-70ec,3.0,Sea,In Transit,e89ea790-372d-47a7
d5906b8c-b8d8,2023-09-17,004U,e3f6b95c-2858,3.0,Sea,In Transit,079039d0-304f-4ac1
3eedd17b-9c61,2024-02-19,004U,b3f33ed9-1194,1.0,Sea,Delivered,94a832a1-2b73-45a7
a75fef11-946c,2023-07-05,002P,8df18e32-9207,9.0,Land,In Transit,afa8e58c-60a7-4444
7343d463-7e33,2023-10-15,006P,0962ddaa-a398,6.0,Air,Pending,3d888fd7-2a62-45f4
7910d504-ad24,2023-11-14,004U,e8ddb781-c312,0.0,Air,Delayed,a99620e9-3425-4f42
ac16d0e5-c33d,2024-02-17,001E,5e11a6f6-8527,9.0,Land,Pending,fa027e9c-afb0-48cb
de9a4b58-d358,2023-10-28,001P,d2b1443b-8940,0.0,Air,Delayed,11cc13ec-ee1c-4fe6
707b6f0f-e137,2024-03-27,001C,8e686d2f-49df,,Sea,In Transit,bd56684a-bb80-42cf
d39cfc96-feb1,2023-09-27,003B,fdf817f5-d68c,,Sea,In Transit,cf9cc0ad-1f43-4e5f
f8d4e2e7-562a,2024-01-22,002P,8649d095-0dd4,,Sea,Delivered,71848597-1062-42ec
3b031b5a-7eef,2024-02-15,005M,d932ae40-2dce,1.0,Land,Pending,7069adee-6193-4ce4
5de7c31e-7579,2024-04-14,006P,8ddcd9e2-31db,1.0,Air,Pending,785f7004-b847-477a
fb62caf3-fc6f,2023-09-30,002P,8da1574f-1446,12.0,Sea,In Transit,a9652467-6464-48d3
a16f6510-e7eb,2023-11-30,001P,ee234cfb-472d,9.0,Land,Delivered,22d9dee1-c897-4478
1ee6c89e-dd36,2024-04-04,001E,3eb2cd61-53c9,0.0,Air,Delayed,2ecad3d2-4343-4b8a
11323adb-f3b5,2023-06-12,003C,9caa7b18-670e,0.0,Sea,Delayed,4f05e4ed-7720-4041
585d6c46-d407,2023-07-04,005M,2ed83b12-0f78,5.0,Sea,Delivered,3eb11cc8-85ea-4ffc
3f30b228-3284,2023-11-10,006P,5008397c-5a37,0.0,Air,Delayed,93b009ab-e0f2-46fc
80768255-4c45,2023-10-21,005M,6fdbdb1e-7723,11.0,Air,Pending,c2d07362-445f-4174
115f150a-2d36,2024-01-02,006P,fcc70536-0c9b,1.0,Air,Delivered,747962ca-401e-4046
5aff916a-76aa,2023-07-26,002P,4aa8488e-a628,3.0,Sea,Delivered,e8e2d2d4-7807-46d8
39b4e270-6dea,2024-03-26,002P,28fde3de-51f5,6.0,Sea,Delivered,35b246a2-4e2f-4117
1af72408-3ecf,2024-02-03,001P,84782e81-1f3d,4.0,Land,Delivered,56ba7d41-e2dc-43b5
913affc0-c953,2024-01-09,005M,27252ca6-7604,6.0,Land,In Transit,0210d3d1-488a-415c
18eaad95-f29f,2023-10-28,002P,ee26b291-2155,0.0,Air,Delayed,8baa4e55-6854-4dff
05496461-dc54,2023-10-07,006P,cf027637-c66a,2.0,Sea,In Transit,c5c84b4a-8c1c-455e
84a6782f-5428,2023-06-26,001P,ccd74e15-44de,9.0,Sea,Delivered,06f3faf5-4ad4-4645
89a989c4-1781,2024-01-25,004U,963695e4-c0d4,12.0,Air,Pending,629bd780-a76c-4492
57961034-34ea,2023-06-22,004U,c42608db-4b91,1.0,Air,Pending,db60e9c5-e956-46ad
cb452646-7dd7,2023-11-15,006P,00f32a24-9235,4.0,Air,Pending,de4934d2-0b60-46c4
e3e3410c-a006,2024-02-13,006P,dad46bfa-20aa,4.0,Land,Delivered,0875638b-f1b8-4171
00a51c72-96e9,2023-06-09,003C,aa96d8a8-d1eb,13.0,Air,In Transit,5511609a-28f8-4d97
bd7b9d11-5623,2023-10-13,002P,beb3b1fb-ee19,,Air,Delivered,d818fbb3-810f-4ae0
4939cf4b-d91e,2023-09-16,001C,8aded97d-f302,1.0,Sea,In Transit,cc41ffaa-4a4b-4bc4
3e73a425-3c50,2023-06-19,002P,9400e4bf-684a,10.0,Air,Pending,794c78ac-0932-4877
98ab86af-e5a2,2023-07-11,001P,a1a7e1a3-859c,7.0,Sea,Pending,b4659f63-db36-485c
cf5d3f8b-589a,2023-07-09,003B,63c68751-8178,1.0,Land,Pending,fe59bc21-1b90-4a57
b5a6d414-95ff,2023-12-30,003B,fae8880b-8d9e,5.0,Land,Pending,bd4624c3-eccf-43ea
9b1f6adb-4429,2023-07-14,001P,fa6d3331-612f,1.0,Land,Delivered,1c81e2e7-3645-45f8
376768ae-68e5,2023-11-24,001E,7673013c-2262,2.0,Air,Delivered,02244af8-1878-4897
7fd2d5ea-282c,2023-08-31,001C,a3e29455-23ac,5.0,Land,Delivered,fcc758bd-385c-4489
6326c2e3-5a58,2023-11-25,003B,966d5f90-67bb,11.0,Land,Pending,59b4f869-c267-4e6d
d7bdb4ea-0b14,2023-11-18,004U,4c8705f1-003e,9.0,Sea,Delivered,e60b9a8b-5604-4b5e
47c218fe-d409,2023-08-20,003C,eb85f63d-5cd3,13.0,Sea,Pending,9d9a53fc-ccc6-4085
dd9a3c85-cca2,2024-04-05,001E,cdc72c13-afa0,5.0,Sea,Pending,6b27defb-3b3f-45f6
162ecd91-6cd1,2023-06-01,004U,d928f3bd-69d6,1.0,Sea,Delivered,d0b632d2-c4f9-4429
1aba81ca-4584,2024-03-27,001E,5582119f-d50e,5.0,Sea,In Transit,d4eb7bd2-fe55-4e4d
4a0d560f-f0ec,2024-04-18,003B,7a2c855e-d1d0,4.0,Sea,Delivered,81bce2c3-a569-4a0e
2b8a84a6-160c,2023-12-28,004U,be561f28-a1c8,11.0,Sea,Pending,ea846bc5-dba9-4d72
22266f4f-080c,2023-11-14,003B,f48d0a0f-c186,0.0,Land,Delayed,98baec94-dd12-4f43
f01b90ba-96bb,2024-04-14,003B,56f9ed1c-ed90,,Air,In Transit,3071ca54-700e-44db
00444bae-d59d,2023-09-16,001E,99b4d27f-0691,11.0,Air,Pending,924492c3-caa9-48b4
272ce975-4af3,2023-10-07,006P,724d8a49-ccb8,0.0,Air,Delayed,927d95c0-8873-4ab8
91ca529d-ee56,2024-03-04,004U,e787fcda-9eda,10.0,Land,Delivered,c1fd9cf1-64f6-4871
a2429d0b-46bf,2024-02-17,002P,f84f26a7-30e8,0.0,Air,Delayed,d2107368-cb4b-48ed
ec7e5a5c-babb,2024-03-12,005M,73955fd9-3216,8.0,Air,In Transit,e3ea8af6-e85c-4ebe
cbf5c9dd-f937,2023-07-05,001E,b52ade36-8aea,2.0,Land,Pending,57f2966a-8272-444e
90de143e-894f,2023-08-16,001C,9a298e32-01e7,2.0,Land,Pending,4e6046ca-de6d-46eb
6184ced8-2e16,2023-11-19,001E,40faa4e4-0bd5,3.0,Air,Pending,aaa6bcb8-4c8f-4d25
e85e282b-defb,2024-04-18,001E,be383a89-aa4f,,Sea,In Transit,7a84f492-bc0d-42b3
4200c318-43a4,2024-01-28,001C,9f8101a5-a03b,8.0,Air,Pending,2ab6cd4a-3b0e-4262
4803dca7-135c,2023-08-31,001C,00e8e260-6c9c,16.0,Sea,In Transit,de6a3672-e34e-4e49
d82a0b33-06f2,2023-12-20,001P,3a4e5a0f-238f,10.0,Sea,In Transit,2f721fbd-0e4f-4840
ea2278a3-d6b5,2023-09-16,003B,557331ec-ae35,2.0,Land,Pending,920d751b-1d97-4e1f
85131ea3-ed75,2023-11-13,001E,c2f2da97-05ac,13.0,Sea,Pending,a7abb5b4-8ff6-4b05
fa91d84f-c8fb,2023-12-19,003B,fb5aec37-ffd1,7.0,Land,Pending,193e9403-6676-41a3
29ff9418-fda7,2024-04-01,004U,cccc7ebf-09f6,7.0,Sea,Pending,85abd3b6-c5be-47e8
43e0208c-5bd9,2023-11-02,005M,25a930c0-5550,1.0,Land,Delivered,dc454505-24f8-4f3d
8c3d2a0e-5bd1,2023-08-20,001C,c0f6a701-6037,1.0,Air,In Transit,7fd7c1e9-37a5-4165
86c016ce-d2fc,2024-04-05,006P,b57f46a9-5676,10.0,Sea,Delivered,c6f316df-9e9a-48f1
40d0bb77-c532,2024-02-25,001P,d57cea7f-b2dc,,Air,Pending,6887860e-6efd-4372
9e7145d0-7125,2023-08-17,002P,a6027f60-2702,0.0,Land,Delayed,cbffad5a-47ce-4dff
fbb2cc3f-e37f,2023-06-06,002P,0fd7a2f7-611f,1.0,Sea,In Transit,3d0159bb-c069-4b34
d9c3fcb9-213e,2024-03-21,001E,9d0b11b0-f5ea,11.0,Land,In Transit,0f086836-25b8-41c3
becf3236-ecee,2023-06-28,004U,67bd229e-5fb3,1.0,Land,Pending,f5a51b26-575b-4bad
cc4bf60f-1def,2024-03-07,005M,f6b4de08-c0ef,1.0,Land,In Transit,25dffb7c-e540-46bb
dac31e7d-b66a,2023-10-04,005M,718601b8-9171,2.0,Air,In Transit,fc0e7b3e-7bdb-4d32
a86300dd-0e87,2024-03-29,003C,f98a9284-2430,10.0,Land,In Transit,4e9e0c5d-0717-4c71
0e40d858-afb2,2023-11-20,005M,622ccd1d-903b,5.0,Air,Pending,cc9e8512-9490-4123
42087890-76f6,2023-06-29,006P,175a90f9-d4c3,2.0,Land,Pending,d685cc43-fe97-4813
43ed2198-85dc,2023-07-17,004U,c65794ba-c12f,1.0,Air,Pending,0444c960-34fb-4aa9
7d504881-51db,2024-03-08,001E,747e29bc-d893,0.0,Sea,Delayed,7012dfc7-e00e-4c43
53cd4a5e-ca53,2024-01-12,001P,dd84d6e5-3db8,4.0,Sea,In Transit,b70216d3-9cad-49a8
05d122d1-f452,2023-07-27,001P,d3dca137-7c2b,3.0,Sea,In Transit,03b85613-951e-4f98
fcefd0f8-417e,2024-03-08,005M,ff321ff5-25a6,7.0,Air,Delivered,80bd6c43-86d0-4555
0c7cea23-0b6e,2023-08-23,004U,69103bbe-9530,1.0,Air,Delivered,15f7fda7-78d9-41d5
a2ce957b-eea7,2024-04-12,001E,56f6ade6-fea3,,Land,In Transit,75a512c5-6d8d-4780
6ffbae56-1619,2023-06-28,006P,bd9fd531-c86e,7.0,Land,Delivered,653e91c1-68f1-47f8
62acd1bc-4bc3,2024-01-21,006P,27b86a5f-fe57,13.0,Land,Delivered,8b5c95f1-83d3-4511
bd5b3a00-a860,2023-12-16,006P,9bc8f488-1ae7,,Land,In Transit,f645d1be-34fc-4b80
daad8b96-5a00,2023-09-15,006P,f46711c5-ca21,9.0,Air,Delivered,1026f153-259e-4e26
dd5587b7-b95c,2024-04-28,002P,05f36119-3dae,2.0,Land,In Transit,9d10db6d-1bad-4de0
981380f5-9b89,2024-02-29,004U,f1b7cbce-6f35,1.0,Air,Delivered,0cca79e3-3847-49e8
b02b3ec4-8677,2023-11-09,004U,d19b2fc7-9d83,1.0,Land,In Transit,47c1541c-dfda-4eb1
a0b857fe-a80f,2023-08-19,001E,55bfc3e3-96f6,7.0,Sea,In Transit,a499b60f-2855-413f
86f92fbc-7f29,2023-08-21,004U,25811290-d323,2.0,Air,Delivered,983aaa94-5e21-4b00
58ffeee6-3026,2023-10-14,003C,98898da4-a5ff,8.0,Land,Pending,61dceca0-5164-4674
407bc404-eb06,2023-12-23,002P,e97d52d0-5697,5.0,Air,In Transit,8bfb9054-2758-42a0
68163a40-dcd9,2023-10-03,006P,c40caec1-55ed,6.0,Sea,Pending,ff0ac806-aa58-467a
0c546764-4deb,2023-12-13,004U,ab5fccb4-a29c,7.0,Sea,Pending,cf7259d5-4040-427b
d5e33fe5-79b5,2024-01-01,001C,0c59b7b5-3c78,11.0,Sea,In Transit,d97ed462-5763-45d8
ad343e62-8e93,2024-04-07,005M,8957835b-76ff,14.0,Sea,Delivered,20d06fd4-1184-41f4
d94d8d9a-c54a,2023-08-13,005M,0047863a-b8a8,7.0,Sea,Pending,40edd90e-cdc5-41c5
587fc65d-be24,2023-11-07,002P,47f7b738-b0cd,0.0,Land,Delayed,d885743f-ff3a-4d14
e92aa79a-ccbd,2023-12-20,001P,a4b0f9d6-7779,,Land,In Transit,f908d4d0-b4ce-41ad
5a30752e-7906,2024-02-11,003C,4f61a441-c90a,1.0,Land,Pending,a05c48ce-293d-4ec9
cc3b21ca-5d80,2023-06-29,006P,0141ace6-dd4a,0.0,Land,Delayed,4afdce94-063e-40ea
d2b6ac70-988e,2024-04-28,004U,f145997f-c541,1.0,Air,Delivered,ec830a12-0879-4343
500ae286-21a0,2024-02-20,002P,9c9e88b8-726b,2.0,Land,Delivered,d19e09ff-5652-433c
4ee819f4-bd3a,2023-08-09,004U,afbbe6c3-464a,12.0,Land,Delivered,c82ea17f-9c69-4e09
3953adc5-df6e,2023-08-16,003C,158ed327-5231,4.0,Land,In Transit,325e0b67-937b-4e74
708f9bbb-91bb,2023-07-17,005M,f52b724d-3407,10.0,Sea,Pending,a035d1aa-e570-41fb
9b57ef87-43eb,2024-01-28,002P,7606bee5-1989,7.0,Sea,Delivered,f91570a6-1b78-4f4c
206a4a13-d8da,2023-07-05,001E,6e64dece-ae35,1.0,Air,Delivered,97dcc6ab-a309-42ad
b2ee6ede-0820,2023-08-18,001E,56a4f49b-e2de,3.0,Air,In Transit,18657618-1781-4ed4
0c0ec3f7-9373,2024-01-13,001E,d48d6cf3-69e1,3.0,Sea,In Transit,76abd2a6-c7b0-4827
8a7198af-3ced,2023-07-28,001E,a88bf5e0-392d,0.0,Air,Delayed,330954ae-4bc0-4705
3740221a-1d16,2023-10-08,002P,07b03370-2dd7,2.0,Land,Pending,6e4daacc-9395-4828
dae6c96f-268c,2024-01-01,001E,c8cb306e-7610,3.0,Air,Delivered,08f68f01-e274-4fa2
d0e4c1da-073d,2024-03-12,005M,17adfd17-1bd3,7.0,Sea,Delivered,7516663c-1c4f-404f
e715343b-5a67,2024-04-27,006P,92940b9b-6130,14.0,Sea,In Transit,a0f0f030-8577-4d70
b40e0697-224b,2023-07-06,001C,b0df854a-8b0b,,Sea,In Transit,2b9b2ce7-e17f-4f98
ec96af83-e6da,2023-09-05,003C,d86693c4-b746,3.0,Sea,Pending,33b8c09e-578e-4c58
3d58c2ef-5465,2023-09-20,001E,016c5252-02ab,5.0,Land,In Transit,568425d0-4769-4251
3cacffc8-f72a,2023-07-13,004U,4dcba9da-564b,9.0,Land,Pending,88f78962-be98-47b3
137c6737-e52c,2023-08-05,001E,f8f6cebe-a37b,10.0,Sea,In Transit,4d72133b-bf8d-46ff
d8167864-0234,2023-06-28,002P,e15edc98-ccba,15.0,Land,Pending,66b09eef-dc34-4837
907f1f74-c2b5,2023-08-18,001P,5887de41-bc4b,0.0,Sea,Delayed,ac2efe19-fbba-477b
10ca3e12-dc62,2024-01-07,001C,55dfe5c3-6439,0.0,Sea,Delayed,3dd28446-0f8d-4054
95013059-1a8f,2023-11-20,006P,8c81b516-ef75,18.0,Air,In Transit,e25ed8f0-fcc7-47df
7029d4fe-0ab5,2023-11-09,001C,19921744-9440,8.0,Sea,Pending,cc6011ac-610f-494c
be5a4817-e300,2023-10-23,001P,5a4d9850-dae3,13.0,Air,Pending,f44a95d3-eeec-4646
349e1f40-038e,2023-07-20,006P,148e3a19-8a68,5.0,Land,In Transit,66b9d72f-3ca1-4649
b078e78d-364e,2024-01-28,001E,89859ab7-1dd6,5.0,Air,In Transit,d0dcf904-3ae0-42cc
a9a9d96a-df92,2023-07-22,006P,d9ddedd1-a9ab,7.0,Land,In Transit,042fd560-9206-437b
43d68c57-cfd4,2023-07-08,002P,264eb87f-ef85,,Land,Pending,a8cb65da-796e-453a
7a75eeef-9f26,2023-08-16,002P,07bb5049-6d08,0.0,Land,Delayed,56c19b36-6dab-4158
dae55adc-3891,2024-03-07,006P,31e56694-2d0a,0.0,Sea,Delayed,b6fc194a-402a-4eda
c3518ebd-54ab,2023-08-15,003C,ec64a179-7b78,4.0,Sea,Pending,809f7d52-55ca-448d
0e5abd9d-3a14,2023-11-12,001C,afd6b966-fc4b,,Air,Delivered,904ed390-dda4-4d7c
c2c29b60-ee33,2023-11-07,004U,61ac271c-de91,8.0,Sea,Delivered,1277d5bb-fc3a-4391
1cbdf2b9-4c4a,2023-10-25,001P,4933176e-2ec2,0.0,Air,Delayed,cc353b58-11a4-484e
cab8469c-8619,2023-09-02,001E,7e7504a0-74fd,0.0,Sea,Delayed,987aa569-3d95-4ab9
2f7002d2-cfd2,2023-07-27,001C,517af83b-82d6,1.0,Sea,Pending,e5e845d7-774d-4b5b
04880ed7-58c5,2023-09-16,003C,46ea7b0f-6697,1.0,Land,Delivered,4f5c0000-314d-46d2
a37817f8-f8ee,2023-08-18,001C,b425c3a4-0622,4.0,Land,Pending,749830e1-579c-4fcc
055475c0-6361,2024-01-10,003B,f2f26772-7bef,5.0,Land,In Transit,bdcba725-e267-49d9
38d781b8-68db,2024-04-11,006P,99ba098e-161d,7.0,Sea,Pending,6ba7c902-1187-4f15
20c73b1f-9abb,2023-08-28,001C,f781a25a-61a5,3.0,Air,Pending,325a13af-3367-46c2
ef0b061a-eb3b,2024-02-14,001C,8d32bef8-58fb,4.0,Sea,Pending,1ef3c05b-b67c-4d36
de957df1-eb57,2024-03-05,002P,9a7c9a0b-9e73,1.0,Sea,Pending,aa36bce9-57af-4bb0
53ba9689-6bdc,2024-01-10,003B,f4e8deaf-f5cd,7.0,Sea,Delivered,ce38a51c-6b75-43ba
a4046e0e-16f4,2024-03-11,003C,7d55186d-2606,1.0,Sea,Pending,24ff3d60-2bd2-449a
e90df027-71a4,2023-12-26,003B,f310e0c5-98e4,1.0,Land,Delivered,62f479cb-92bf-4b33
28ab1488-26e2,2024-01-24,003B,8d04a4da-0c77,1.0,Sea,Pending,8a97c564-9098-40e4
55a88d49-6bca,2023-09-15,003B,5f8d7804-4594,,Sea,In Transit,cd9e0b94-851d-40d1
9ab1b88b-eabe,2023-09-28,001C,bb81bf66-be36,14.0,Land,In Transit,ab1158db-792a-4010
cac02d54-6c00,2023-11-10,006P,69696bd2-cafd,9.0,Air,In Transit,242c47c6-624a-41aa
ca4244f5-e55a,2023-12-09,001E,ff991557-083c,8.0,Sea,Delivered,e4f8afbe-10e8-4820
ee679898-b132,2024-02-20,001P,dff257e6-6313,3.0,Air,In Transit,2b718d27-8c24-4726
a380c9b7-e75a,2023-12-16,001P,1dd1c95b-30eb,3.0,Sea,Pending,04af61a5-d9f5-4025
010c94fd-1bab,2023-07-19,001C,b1a95f1a-52e4,0.0,Air,Delayed,bbf249af-5394-4b79
7c2ffe8f-759a,2024-02-19,002P,b09b910f-b246,0.0,Air,Delayed,c4c6f96a-3448-468d
62d69e2d-5e8a,2023-08-28,003C,c253e525-729f,,Air,Delivered,f9bcfd75-b693-47c0
95718dfc-655e,2023-10-23,001P,bb82f4b5-8c22,3.0,Land,In Transit,570e73cf-7f3d-47d8
73c81946-4ab1,2024-03-28,001P,008d116c-ffef,1.0,Land,Delivered,d19db869-1303-4823
f7e7f1f3-5802,2024-02-23,001P,56b6238a-0e0d,0.0,Air,Delayed,a4727ca9-500f-428d
788fa6d1-9e49,2024-02-09,003B,1dfca288-9b79,12.0,Land,Delivered,d7f69f82-f828-4f7a
406cfeac-c4de,2023-06-22,002P,0771ec11-89c7,0.0,Land,Delayed,c07c32e3-e5c8-4a4a
9837df8a-5abd,2023-07-13,005M,f8b1e1ed-c4b4,1.0,Sea,Pending,26c9ef44-621c-488f
5b3e100f-b76d,2023-07-22,002P,464865f0-484e,7.0,Sea,In Transit,bbf231e9-8b03-45ac
b7d614b4-9907,2023-09-12,001E,733d19d2-5fb6,3.0,Sea,Delivered,9de6cf6b-87d6-4362
869126ef-d8b1,2024-04-01,006P,045dae5e-c246,2.0,Sea,Delivered,f5c38368-45f2-4ec2
2d9bd6b3-20f2,2023-06-25,001C,8de2eb4a-cf2b,16.0,Air,Delivered,098f3cf9-db8a-49ed
a612acb2-1944,2023-10-15,003C,b7e93f2f-e58c,5.0,Sea,In Transit,2f0aa8f6-7148-4966
e93acee9-ecd4,2023-08-12,001E,d1f786d3-b1df,16.0,Air,In Transit,0a7b4ee1-ff72-4d43
e5fbae0a-6a89,2024-03-19,006P,e558757c-d16f,17.0,Air,Delivered,b58cf701-ad73-481a
76ede2bb-e0e0,2023-11-12,001P,959b2310-9f9c,8.0,Sea,Delivered,b9a4ae5a-92ca-48d9
fa9ca1fd-8a4f,2024-04-25,001C,248e1ad9-b4ae,7.0,Land,Delivered,3cae6823-7aaa-4055
ca54203f-84c8,2024-03-19,001E,fae39f77-64d6,,Sea,Pending,a57cc23e-b00a-49d1
164f7d60-19ee,2023-06-09,006P,ac0c3c3b-ed02,4.0,Air,Delivered,248d6471-e731-476b
04b1a75d-d044,2023-07-25,006P,795b231f-3627,6.0,Air,In Transit,a45a1732-a205-42c2
70063aa5-d963,2024-03-24,003B,47a6c0f7-a8f1,0.0,Air,Delayed,bdace89e-d63e-4d45
57d36ec2-2491,2024-03-18,001C,5326d416-0b95,1.0,Sea,In Transit,2d3fa5d1-dc99-4b3f
807d9780-4418,2023-10-21,001C,f6549a6d-165a,6.0,Air,Pending,cb424827-9b26-4c5c
921d657a-4e92,2023-06-18,003B,52cfb399-d820,0.0,Land,Delayed,99622b22-1269-4b41
da3aaab7-edc8,2023-11-19,003B,1bf75dbf-d391,7.0,Sea,Pending,2571d54b-5901-436c
48e5e3e5-bd25,2023-06-03,002P,aee90591-ebfe,5.0,Sea,Pending,6a50c3db-3912-46d6
bc9ddb96-f11e,2024-01-09,003B,66e49517-1657,4.0,Air,Delivered,870cbd27-45ce-4761
356a809d-6529,2024-01-24,005M,eb4c9970-3b2a,6.0,Land,Pending,80b903e4-2e40-4a85
494b8d0e-83cf,2024-02-25,001P,25ca8ec7-32f7,3.0,Sea,Pending,46026bef-4490-47e1
e5f5b33d-bb7d,2024-01-23,004U,b75325f6-5335,3.0,Land,Delivered,748de76b-b2ee-4824
36af5d75-f977,2023-08-16,002P,a7c371bb-9a46,5.0,Air,In Transit,dbf6a961-4b3d-4475
9ae7a261-5709,2023-07-21,006P,384ac912-b8ea,1.0,Land,Delivered,f8a4ed9c-500b-4e84
fdedd159-7c62,2023-06-17,003C,585a6ef9-243f,1.0,Land,In Transit,566c6c66-9ced-40ed
d365a6fd-bd2f,2023-12-25,001C,9b680aee-d498,19.0,Sea,Pending,d2a5950a-5d8b-436f
ea9be9a2-b344,2023-06-25,006P,20834aec-fc71,6.0,Air,In Transit,3a2b50be-528c-41e6
0646b2d2-1c3c,2024-03-19,003C,8ec660c8-34ec,,Land,In Transit,eaca00e7-9801-446d
edfdb1a4-eecd,2023-09-28,003C,68c95011-2496,2.0,Sea,Delivered,95c605a7-6a1f-465f
4248c6e2-5d92,2023-12-30,001C,6d401414-4433,3.0,Air,Delivered,a4de4177-67c4-4102
a826e873-06c0,2023-11-03,002P,d4f83a2b-9c39,18.0,Sea,Pending,e8691efd-0187-4255
a9c6a43b-a0fe,2024-02-20,003C,09f97e68-f73b,1.0,Sea,Pending,5d76d6e4-bfea-4292
c3f6259c-868c,2023-10-26,005M,8075ce84-db0c,3.0,Air,In Transit,8021d35e-fcd8-48cc
d4109dd8-1ce4,2024-02-26,001E,2f0835f2-55a5,4.0,Sea,In Transit,f8c81479-838b-45aa
59665521-9c2e,2023-12-16,001E,f4409f78-e042,0.0,Air,Delayed,fee385d3-63f4-4aa4
101caadc-aeaa,2023-07-02,004U,aa0f0b50-1ffe,8.0,Land,Pending,e45142a5-bcc9-49d6
91e44a1e-0999,2023-09-04,003C,dbcb8031-6cf4,0.0,Sea,Delayed,3cfa1fda-7564-4cd3
d5d4bca7-6bc0,2024-04-08,001E,1914bd1c-ba1f,6.0,Land,In Transit,0eac0cab-4cef-4fbf
8ec09edf-f4fe,2023-10-11,001P,d03c47bd-b606,0.0,Land,Delayed,9f40d868-b173-47a1
fe20c84c-c187,2024-04-10,001E,f2e001d6-a344,0.0,Air,Delayed,fa7d43a1-b1cd-4aa2
61a2032c-eb7f,2023-09-07,003C,b0e1abee-0389,1.0,Air,Pending,0c3cd0e1-1e42-4959
